,id,name,geometry
1849957,3647,48 Ave & 30 Pl,POINT (-73.93725872039794 40.74128309355993)
1850207,3648,Flushing Ave & Vanderbilt Ave,POINT (-73.97077560424805 40.69795031569544)
1851567,3649,W 129 St & Convent Ave,POINT (-73.95324736833571 40.81439443791581)
1852127,3650,8D Mobile 01,POINT (-73.56890559196472 45.50626419100119)
1852128,3653,31 St & 35 Ave,POINT (-73.92832159996033 40.75820464696758)
1852894,3654,31 St & Northern Blvd,POINT (-73.93349289894103 40.75186951421875)
1853344,3656,E 2 St & Avenue A,POINT (-73.98583620786667 40.72307749068673)
1857685,3658,W 18 St & 9 Ave,POINT (-74.00367558002472 40.7435337324616)
1858688,3659,W 17 St & 9 Ave,POINT (-74.00413691997528 40.7429489166009)
1863336,3660,W 16 St & 8 Ave,POINT (-74.001384973526 40.74102150900266)
1871000,3661,Montgomery St & Franklin Ave,POINT (-73.96055638790129 40.66643930687081)
1871226,3662,31 Ave & Steinway St,POINT (-73.916916847229 40.76129389728909)
1871935,3663,Sterling Pl & 7 Ave,POINT (-73.97382795810701 40.67716489469059)
1872493,3664,North Moore St & Greenwich St,POINT (-74.0103006362915 40.72019521437465)
1877189,3666,32 St & 30 Ave,POINT (-73.92062902450563 40.7664255270288)
1878613,3668,Leonard St & Nassau Ave,POINT (-73.94984364509583 40.7239567849954)
1880172,3669,Henry St & W 9 St,POINT (-74.00314047932625 40.67630357634183)
1880375,3671,E 81 St & 2 Ave,POINT (-73.95427465438844 40.77477944895728)
1881073,3673,Dean St & Franklin Ave,POINT (-73.95563721656801 40.67759206937376)
1882153,3674,Jay St & York St,POINT (-73.98672670125961 40.70140317257725)
1885410,3675,3 Ave & E 95 St,POINT (-73.94968539476396 40.78459679884892)
1886267,3676,Van Brunt St & Van Dyke St,POINT (-74.01472628116608 40.67583294391289)
1887519,3680,E 43 St & 5 Ave,POINT (-73.98025184869765 40.75412081077926)
1890757,3683,Smart Cities Conference,POINT (-73.98453533649443 40.71015471094912)
1890774,3684,W 12 St & W 4 St,POINT (-74.00398269295692 40.73756121181137)
1894539,3686,Gansevoort St & Hudson St,POINT (-74.00507032871245 40.73944820130404)
1900764,3687,E 33 St & 1 Ave,POINT (-73.97449783980845 40.74322681432173)
1905522,3688,2 Ave & E 55 St,POINT (-73.96638214588165 40.75792020879402)
1908205,3689,W 104 St & Amsterdam Ave,POINT (-73.96649479866028 40.79904139288298)
1909474,3690,Park Pl & Church St,POINT (-74.00935515761375 40.71334184275907)
1910597,3691,28 Ave & 44 St,POINT (-73.9106512069702 40.76408932350689)
1911011,3692,5 St & Market St,POINT (-73.97440128028394 40.6999974843885)
1911237,3693,N 11 St & Kent Ave,POINT (-73.95921930670737 40.72248188638219)
1912253,3695,E 5 St & 2 Ave,POINT (-73.98919031023981 40.72686951528207)
1913229,3697,W 64 St & Thelonious Monk Circle,POINT (-73.98918695747851 40.77515953434235)
