,address,lng,lat
7463,8790 BAY 16TH STREET,-74.0083039,40.6044259
7464,190 BAY 17TH STREET,-74.00769269999999,40.6039063
7465,1830 BATH AVENUE,-74.0052919,40.6030788
7466,190 BAY 29TH STREET,-73.9988266,40.5986625
7467,1420 BATH AVENUE,-74.014856,40.608853
7468,1820 BATH AVENUE,-74.0054906,40.60332229999999
7469,180 BAY 23RD STREET,-74.0029321,40.6015581
7470,8700 18TH AVENUE,-74.0048793,40.605419
7471,8600 21ST AVENUE,-80.3348448,25.7499709
7472,140 BAY 17TH STREET,-74.00661699999999,40.604964
7473,310 64TH STREET,-74.010165,40.7909825
7474,140 67TH STREET,-73.9835309,40.7751026
7475,6640 BERGEN PLACE,-74.0281991,40.6397455
7476,630 67TH STREET,-87.9958911,43.0252827
7477,130 BAY RIDGE AVENUE,-74.030965,40.63702
7478,6810 BAY CLIFF TERRACE,-74.030453,40.6377854
7479,570 BAY RIDGE AVENUE,-74.019233,40.632399
7480,20 MACKAY PLACE,-74.0351743,40.6370168
7481,7000 LOUISE TERRACE,-76.609511,39.1545871
7482,7000 COLONIAL ROAD,-74.03158379999999,40.63663469999999
7483,40 MACKAY PLACE,-74.03437819999999,40.636578
7484,7020 RIDGE CREST TERRACE,-74.0311308,40.6358827
7485,450 OVINGTON AVENUE,-74.02259889999999,40.632881
7486,7100 8 AVENUE,-85.79878049999999,42.8987505
7487,640 73RD STREET,-74.018743,40.6287379
7488,860 72ND STREET,-74.015284,40.627565
7489,240 74TH STREET,-73.9582886,40.7702911
7490,640 74TH STREET,-74.01908,40.627979
7491,40 BAY RIDGE PKWY,-74.0352734,40.6330209
7492,520 77TH STREET,-74.022888,40.6274889
7493,570 76TH STREET,-73.9497009,40.7683659
7494,7720 NARROWS AVENUE,-74.0368745,40.6315347
7495,30 78 STREET,-73.88979499999999,40.760709
7496,120 77TH STREET,-74.03311060000001,40.6309639
7497,450 78TH STREET,-74.0247564,40.6277321
7498,420 78TH STREET,-80.12357399999999,25.8629732
7499,550 77TH STREET,-74.0221328,40.6270692
7500,540 78TH STREET,-74.00930029999999,40.8021707
7501,50 78TH STREET,-93.27984389999999,44.8630871
7502,210 78TH STREET,-75.9930693,36.9022456
7503,350 78TH STREET,-73.9539492,40.7718151
7504,420 79 STREET,-73.95182539999999,40.7716962
7505,10 79TH STREET,-73.963048,40.7763909
7506,20 79TH STREET,-73.88633899999999,40.743099
7507,40 79TH STREET,-73.886344,40.7467177
7508,10 80TH STREET,-73.87773779999999,40.7226913
7509,8000 HARBOR VIEW TERRACE,-74.0381447,40.6302281
7510,20 HARBOR LANE,-73.7046399,40.9517889
7511,60 79TH STREET,-73.9615718,40.7758117
7512,230 79TH STREET,-73.95615579999999,40.7735464
7513,620 79TH STREET,-74.0210266,40.6245449
7514,610 80TH STREET,-73.9167963,40.6382661
7515,8010 RIDGE BOULEVARD,0.0,0.0
7516,360 81ST STREET,-73.9522087,40.7736781
7517,610 81ST STREET,-74.021858,40.623173
7518,200 82ND STREET,-73.955666,40.775884
7519,320 81ST STREET,-74.028982,40.626709
7520,170 82ND STREET,-73.9566146,40.7763537
7521,180 82ND STREET,-73.95632549999999,40.7762712
7522,8200 6TH AVENUE,-104.8924861,39.7251948
7523,8380 SHORE ROAD,-75.12931739999999,40.0865587
7524,220 84TH STREET,-82.72733819999999,27.5253703
7525,430 83 STREET,-73.9493571,40.774113
7526,170 85TH STREET,-73.9753353,40.7867652
7527,680 85TH STREET,-96.0446339,41.2504915
7528,90 85TH STREET,-74.0366909,40.6255127
7529,8610 7TH AVENUE,0.0,0.0
7530,160 89TH STREET,-73.9534785,40.780881
7531,130 89TH STREET,-74.03674,40.62251450000001
7532,250 89TH STREET,-74.033136,40.621403
7533,310 90TH STREET,-73.94918489999999,40.7799036
7534,8910 SHORE COURT,-74.0390389,40.6226485
7535,140 91ST STREET,-74.71377199999999,39.122756
7536,9120 RIDGE BOULEVARD,-74.03560139999999,40.6202233
7537,60 OLIVER STREET,-83.2841095,42.6517417
7538,230 92ND STREET,-74.0347171,40.6195853
7539,30 94 STREET,-73.87662499999999,40.769274
7540,50 MARINE AVENUE,-74.0374607,40.6191207
7541,9320 LAFAYETTE WALK,-74.03170589999999,40.6175331
7542,60 94TH STREET,-74.0372761,40.6183317
7543,9470 RIDGE BOULEVARD,0.0,0.0
7544,330 95TH STREET,-74.0329155,40.6166706
7545,200 97TH STREET,-73.96988329999999,40.79474159999999
7546,360 96TH STREET,-73.9748336,40.7956571
7547,9710 BARWELL TERRACE,-74.03358109999999,40.6151396
7548,420 MARINE AVENUE,-118.4120544,33.8921313
7549,160 99TH STREET,-74.75914999999999,39.051256
7550,120 98TH STREET,-74.0366105,40.6145812
7551,130 98 STREET,-106.742614,35.0746139
7552,440 99TH STREET,-118.2817826,33.9462367
7553,430 100TH STREET,-74.0328926,40.6122564
7554,450 101ST STREET,-74.0331336,40.6114468
7555,450 101 STREET,-90.33481809999999,38.6479886
7556,270 DAHLGREN PLACE,-74.02735000000001,40.6136805
7557,250 BATTERY AVENUE,-74.016117,40.7097763
7558,210 68TH STREET,-73.9620883,40.7668864
7559,320 77TH STREET,-74.0276446,40.6297327
7560,640 88TH STREET,-74.023276,40.61818969999999
7561,370 91ST STREET,-74.030609,40.6192946
7562,110 DAHLGREN PLACE,-74.0250466,40.6169148
7563,180 BATTERY AVENUE,-74.0254161,40.6150702
7564,330 99TH STREET,-118.3511486,33.94646609999999
7565,420 SENATOR STREET,-74.0225071,40.6356528
7566,90 BAY RIDGE AVENUE,-74.0326401,40.6375793
7567,70 BATTERY AVENUE,-74.02342519999999,40.6174853
7568,9310 3RD AVENUE,-118.3196688,33.9522031
7569,6710 FOURTH AVENUE,-77.395735,37.4813325
7570,420 89TH STREET,-73.9472103,40.7782726
7571,8900 5 AVENUE,-74.0277244,40.6197433
7572,410 90TH STREET,-85.2661146,43.8254804
7573,890 LAFAYETTE AVE,-73.9371073,40.6913314
7574,860 LAFAYETTE AVENUE,-73.938147,40.691144
7575,1070 LAFAYETTE AVENUE,-73.9291154,40.6922792
7576,10 PATCHEN AVENUE,-73.92821339999999,40.692498
7577,840 GREENE AVENUE,-73.93440919999999,40.6901458
7578,820 GREENE AVENUE,-73.935367,40.689978
7579,580 LEXINGTON AVENUE,-73.97181309999999,40.7572769
7580,560 QUINCY STREET,-73.93819979999999,40.6882884
7581,730 QUINCY STREET,-73.9309189,40.6890307
7582,840 QUINCY STREET,-73.9258546,40.6896515
7583,520 MONROE STREET,-104.9446805,39.724584
7584,710 MONROE STREET,-73.9283241,40.6877937
7585,770 PUTNAM AVENUE,-73.9310452,40.6860258
7586,40 CHAUNCEY,-74.7774795,40.2741691
7587,260 BAINBRIDGE ST,-73.926558,40.681219
7588,30 JEWEL MC COY LANE,0.0,0.0
7589,800 HERKIMER STREET,-73.9268711,40.67820409999999
7590,800 DEKALB AVENUE,-73.94418499999999,40.69210349999999
7591,430 LEXINGTON AVE,-74.1327602,40.875492
7592,320 QUINCY STREET,-73.948314,40.686982
7593,160 MONROE STREET,-104.9446577,39.7189731
7594,370 MONROE STREET,-122.2995456,38.2907122
7595,320 JEFFERSON AVENUE,-74.29360199999999,40.598228
7596,200 JEFFERSON AVENUE,-90.0490631,35.1467208
7597,210 HALSEY STREET,-87.0706585,31.1213621
7598,380 LAFAYETTE AVENUE,-73.960243,40.688859
7599,140 QUINCY STREET,-73.9554689,40.68615
7600,160 PUTNAM AVENUE,-73.9549514,40.6832752
7601,440 WILLOUGHBY AVENUE,-73.952443,40.6932294
7602,GREENE AVENUE,-73.58327299999999,45.4837656
7603,530 GREENE AVENUE,-73.9494505,40.6883794
7604,240 QUINCY STREET,-118.9970529,35.3868865
7605,70 MAC DONOUGH STREET,-73.943547,40.6810205
7606,170 PUTNAM AVENUE,-73.9545,40.683252
7607,80 STUYVESANT AVENUE,-73.7604036,40.9294383
7608,470 MONROE STRET,-122.2993684,38.292394
7609,580 THROOP AVENUE,-73.9412119,40.6833907
7610,140 CLIFTON,-71.1762984,42.4043987
7611,720 BEDFORD AVENUE,-73.957396,40.699289
7612,90 SKILLMAN STREET,-96.750305,32.8625076
7613,70 SKILLMAN STREET,-73.9576802,40.6963825
7614,160 SKILLMAN STREET,-73.9570832,40.6935549
7615,970 KENT AVE,-73.9589888,40.691334
7616,100 RALPH AVENUE,-73.92369699999999,40.6865631
7617,830 JEFFERSON AVENUE,-75.652186,41.414065
7618,10 KOSCIUSZKO STREET,-73.954802,40.6900065
7619,270 NOSTRAND AVENUE,-73.9521771,40.6907708
7620,200 QUINCY STREET,-70.9879059,42.08900879999999
7621,200 QUINCY,-70.9879059,42.08900879999999
7622,530 THROOP AVENUE,-73.941606,40.6854334
7623,630 MYRTLE AVENUE,-74.2793003,40.66623070000001
7624,630 MYRTLE AVE,-74.2793003,40.66623070000001
7625,160 FRANKLIN AVE,-74.1632184,40.8136006
7626,130 SKILLMAN STREET,-73.9571429,40.6942763
7627,950 BEDFORD AVENUE,-73.95597699999999,40.692184
7628,390 FRANKLIN AVENUE,-73.68277619999999,40.6974738
7629,420 FRANKLIN AVENUE,-73.95657810000002,40.6843655
7630,420 FRANKLIN VENUE,-122.8987415,47.0444602
7631,1080 MYRTLE AVENUE,-73.9374976,40.6964666
7632,1090 BROADWAY,-74.0213595,40.2991591
7633,500 HALSEY STREET,-73.9342485,40.6834201
7634,750 PARK AVENUE,-73.9642465,40.7710128
7635,270 THROOP AVENUE,-73.9435365,40.6949891
7636,730 MARCY AVENUE,-73.9481632,40.6889931
7637,330 TOMPKINS AVENUE,-73.9447649,40.6864235
7638,480 TOMPKINS AVENUE,-73.94355279999999,40.6805812
7639,650 MYRTLE AVENUE,-122.4252842,37.6512767
7640,500 DEKALB AVENUE,-73.9567883,40.69061749999999
7641,1040 BEDFORD AVENUE,-73.9553258,40.6892778
7642,1190 FULTON STREET,-73.9531111,40.68037580000001
7643,1190 ATLANTIC AVENUE,-80.60891099999999,28.297182
7644,100 JEFFERSON AVENUE,-80.13698,25.770563
7645,10 HERKIMER PLACE,-73.9517525,40.6789157
7646,230 SKILLMAN STREET,-73.9566699,40.6912555
7647,1000 GREENE AVENUE,-73.9276785,40.6910997
7648,920 HERKIMER STREET,-73.9230425,40.6779799
7649,50 KOSCIUSZKO STREET,-78.831149,42.89610400000001
7650,900 KENT AVENUE,-73.9594776,40.6936396
7651,470 LAFAYETTE AVENUE,-73.9563131,40.6891078
7652,1060 BEDFORD AVENUE,-73.9553718,40.6884483
7653,180 LEXINGTON AVE,-73.9812353,40.7446764
7654,430 PARK AVENUE,-73.9717539,40.7607937
7655,10 HALSEY STREET,-79.94615739999999,32.7824779
7656,650 WILLOUGHBY AVENUE,-73.94359399999999,40.694274
7657,600 WILLOUGHBY AVENUE,-73.9452242,40.6941573
7658,290 QUINCY STREET,-73.94950639999999,40.6868372
7659,2080 65TH STREET,-73.9840704,40.6151117
7660,2120 66TH STREET,-75.155869,40.054726
7661,6620 16TH AVENUE,-101.3923257,48.2515383
7662,1640 BAY RIDGE AVENUE,-73.9964158,40.6189497
7663,2170 68TH STREET,-73.9838523,40.6122662
7664,1710 70TH STREET,-96.62383179999999,40.7950508
7665,1610 70TH STREET,-74.021027,40.7998532
7666,1640 70TH STREET,-118.3060342,33.9759548
7667,1630 71ST STREET,-73.99775199999999,40.6179219
7668,1650 72ND STREET,-73.997817,40.61703
7669,1750 72ND STREET,-73.99551389999999,40.6156607
7670,2060 73RD STREET,-88.0036062,43.006826
7671,1430 BAY RIDGE PARKWAY,-74.004646,40.6183045
7672,1720 77 STREET,-73.9991981,40.6131555
7673,1950 79TH STREET,-73.9952269,40.60897509999999
7674,2060 78TH STREET,-73.992239,40.6080659
7675,2110 79TH STREET,-104.8050397,40.4052465
7676,7900 19TH AVENUE,-104.8963739,39.745622
7677,2020 79TH STREET,-87.67410149999999,41.7504415
7678,2060 80TH STREET,-73.9934364,40.6069608
7679,2150 79TH STREET,-73.8909125,40.769108
7680,2160 80TH STREET,-73.9911523,40.605602
7681,2140 81ST STREET,-118.3169943,33.96525
7682,8300 14TH AVENUE,-105.0899888,39.7383244
7683,1950 82ND STREET,-118.31293,33.9643825
7684,8200 20TH AVENUE,-73.9958879,40.6068804
7685,1660 85TH STREET,-74.0053451,40.6096308
7686,2050 85TH STREET,-73.9964895,40.6043367
7687,1820 78TH STREET,-73.99730439999999,40.611117
7688,1730 80TH STREET,-74.000683,40.611297
7689,1850 81ST STREET,-73.9982914,40.6089935
7690,1820 83RD STREET,-87.8312399,42.5548803
7691,1860 83RD STREET,-105.0091943,39.8473126
7692,2350 84TH STREET,-73.9892011,40.6008174
7693,8410 25TH AVENUE,0.0,0.0
7694,1760 71ST STREET,-73.994653,40.6160513
7695,8020 NEW UTRECHT AVENUE,-74.001431,40.6114269
7696,8230 18TH AVENUE,-74.0009771,40.6090838
7697,6510 NEW UTRECHT AVENUE,-73.9980389,40.6234461
7698,1420 86TH STREET,-74.0114899,40.6122366
7699,1600 86TH STREET,-93.251409,44.8481957
7700,1410 67TH STREET,-74.0196611,40.7975078
7701,40 BERGEN BEACH PLACE,-73.914461,40.621669
7702,1360 EAST 69TH STREET,-73.9130301,40.6223203
7703,2050 EAST 68TH STREET,-87.5744711,41.7717644
7704,2040 EAST 71ST STREET,-73.9086208,40.62060899999999
7705,7310 AVENUE T,-73.90713,40.622242
7706,7320 AVENUE V,0.0,0.0
7707,2160 EAST 74TH STREET,-73.9041769,40.6199657
7708,7520 AVENUE V,-73.9020755,40.6202945
7709,2200 EAST 70TH STREET,-94.56128799999999,39.000278
7710,2240 EAST 71ST STREET,-73.9049577,40.6172925
7711,7420 AVENUE W,-73.9010594,40.6180538
7712,2330 EAST 71ST STREET,-87.5686154,41.7664717
7713,2360 EAST 72ND STREET,-73.90206479999999,40.6157683
7714,2320 EAST 72 STREET,-73.90287599999999,40.6164879
7715,6900 AVENUE Y,-73.95285679999999,40.5902888
7716,2450 EAST 71ST STREET,-86.12115170000001,39.883641
7717,2450 EAST 73RD STREET,-87.5646644,41.7626301
7718,7310 AVENUE X,-73.9001348,40.6158699
7719,2450 BERGEN AVENUE,-73.8985186,40.6158764
7720,1080 EAST 73RD STREET,-73.9171382,40.6282201
7721,1060 EAST 73RD STREET,-73.9510185,40.766529
7722,0 COVE LANE,0.0,0.0
7723,1910 BERGEN AVENUE,-73.9087998,40.6252977
7724,1470 ROYCE STREET,-73.9071304,40.6232937
7725,1530 ROYCE STREET,-81.616345,35.768103
7726,1940 BERGEN AVENUE,-73.9073779,40.6246658
7727,1960 BERGEN AVE,-73.9066052,40.6242987
7728,2040 RALPH AVENUE,-73.918486,40.6277479
7729,300 PACIFIC STREET,-121.89573,36.6025052
7730,120 HOYT STREET,-73.987905,40.686836
7731,110 NEVINS STREET,-73.9833014,40.6853404
7732,490 WARREN STREET,-73.985597,40.6829999
7733,60 BERGEN STREET,-73.9912901,40.6868215
7734,560 STATE,-73.97864109999999,40.6851619
7735,50 3RD AVENUE,-73.970781,40.7558356
7736,50 DEAN ST,-73.991165,40.687584
7737,320 DEAN STREET,-73.981068,40.6836661
7738,220 PACIFIC STREET,-73.9920247,40.6886644
7739,20 BERGEN STREET,-73.9926904,40.6873099
7740,480 ATLANTIC AVENUE,-93.7338099,32.4637471
7741,570 ATLANTIC AVENUE,-73.978995,40.68441869999999
7742,280 PACIFIC STREET,-120.4706183,39.8045227
7743,260 PACIFIC STREET,-73.9903946,40.6880651
7744,520 ATLANTIC AVENUE,-71.0529803,42.35368769999999
7745,90 4TH AVENUE,-73.98052299999999,40.68172000000001
7746,190 SMITH STREET,-73.0020381,40.7499922
7747,570 BALTIC STREET,-73.982569,40.680961
7748,20 4 AVENUE,153.4623849,-28.1060759
7749,280 DAHILL ROAD,-73.9800632,40.6405099
7750,440 DAHILL ROAD,-73.9794395,40.6358752
7751,1710 45TH STREET,-101.8564064,33.5535551
7752,1670 44TH STREET,-73.9809429,40.6326039
7753,1650 45TH STREET,-80.077261,26.7529646
7754,1540 47 STREET,-118.3048925,34.0007833
7755,1630 48TH STREET,-82.65579199999999,27.8155177
7756,1920 50TH STREET,-101.857922,33.5490973
7757,1540 51ST STREET,-73.92643509999999,40.6228717
7758,1630 52ND STREET,-122.3370739,47.66664429999999
7759,5220 20TH AVENUE,-122.3062199,47.6671918
7760,2020 52ND STREET,-93.69088099999999,41.613079
7761,2020 52 STREET,-73.977724,40.623297
7762,1850 54TH STREET,-118.3103498,33.9930753
7763,1840 58TH,-73.9851838,40.6223971
7764,5710 21 AVENUE,-73.9793413,40.6196245
7765,2130 57TH STREET,-73.9782164,40.6191167
7766,2130 58TH STREET,-73.9788477,40.6185584
7767,1730 58TH STREET,-73.98759989999999,40.6238471
7768,1830 60TH STREET,-73.9866186,40.6213531
7769,1880 60TH STREET,-73.9854019,40.6206197
7770,1840 61 STREET,-73.9869629,40.6206863
7771,1840 61ST STREET,-73.9869629,40.6206863
7772,2150 61ST STREET,-73.98013329999999,40.6165358
7773,2130 61ST STREET,-73.9806728,40.6168541
7774,2170 63RD STREET,-80.2322403,25.8321946
7775,1830 64 STREET,-118.310053,33.9811981
7776,1550 65TH STREET,-118.3041618,33.9804264
7777,2050 65TH STREET,-73.984805,40.6155254
7778,1150 41ST STREET,-90.47780379999999,41.5012244
7779,1240 42ND STREET,-73.989406,40.639474
7780,930 55TH STREET,-87.6024626,41.795472
7781,1010 58TH STREET,-74.00308009999999,40.6331596
7782,910 58TH STREET,-74.005994,40.6349159
7783,6210 12TH AVENUE,-74.0023544,40.6289314
7784,2260 62ND STREET,-80.1106262,26.2038493
7785,2250 62ND STREET,-73.97846899999999,40.6146458
7786,1550 43 STREET,-73.98308329999999,40.6348144
7787,1550 43,0.0,0.0
7788,1530 44TH STREET,-91.563266,42.0404632
7789,5010 19TH AVENUE,-122.3069054,47.6652192
7790,2040 53 STREET,-90.464833,41.4945624
7791,1550 56TH STREET,-73.92120539999999,40.6177418
7792,2100 57TH STREET,-80.1180607,26.1984548
7793,2110 57TH STREET,-96.016323,36.0796007
7794,2050 57TH STREET,-73.9799913,40.6201257
7795,1620 58TH STREET,-118.3052745,33.989548
7796,1820 60TH STREET,-73.9868922,40.6215056
7797,1640 60TH STREET,-73.9910492,40.6240511
7798,1160 41ST STREET,-73.9905211,40.6411093
7799,1200 44TH STREET,-121.4496576,38.5663455
7800,1240 45TH STREET,-117.3113521,34.1694722
7801,1260 50TH STREET,-118.252795,33.997752
7802,1260 50,0.0,0.0
7803,1460 52ND STREET,-73.99032590000002,40.6309396
7804,1270 56TH STREET,-73.9967626,40.631312
7805,5610 12TH AVENUE,-73.998864,40.632348
7806,1140 57TH STREET,-121.4351805,38.5620963
7807,5700 12TH AVENUE,-93.4455751,44.78453589999999
7808,5810 12TH AVENUE,-82.388483,27.9377169
7809,1150 59TH STREET,-74.001234,40.631138
7810,1140 62ND STREET,-118.2953931,33.9830151
7811,1220 64TH STREET,-74.0025691,40.6274092
7812,1230 64TH STREET,-74.0024377,40.6273523
7813,2350 61ST STREET,-73.975664,40.6139005
7814,820 43RD STREET,-80.0617979,26.7514323
7815,830 43 STREET,-74.0002883,40.762544
7816,3810 15TH AVENUE,-84.9701929,32.4998229
7817,1900 51,-90.4803498,30.0687221
7818,1020 45TH STREET,-73.99582459999999,40.640693
7819,5810 11TH AVENUE,-122.24951,47.94465049999999
7820,2230 64TH STREET,-73.9800874,40.6138599
7821,4720 8 AVENUE,-104.9324288,39.7290862
7822,1310 46TH STREET,-93.6805079,41.6028811
7823,1500 42ND STREET,-121.4530245,38.56367789999999
7824,1520 49TH STREET,-76.3112633,36.8875987
7825,6420 BAY PARKWAY,-73.9814648,40.6141714
7826,4110 12TH AVENUE,-122.3152372,47.6572614
7827,1130 41ST STREET,-80.0896739,42.0908854
7828,1120 41ST,-73.9914393,40.6416456
7829,1140 45TH STREET,-73.99326429999999,40.6391684
7830,1220 44TH STREET,-73.9910146,40.638656
7831,1110 45TH STREET,-93.679329,41.598943
7832,1110 45 STREET,-93.679329,41.598943
7833,4500 12TH AVENUE,-121.4544336,38.5410551
7834,1240 49TH STREET,-82.699446,27.757582
7835,840 50TH STREET,-74.0028834,40.6403434
7836,1350 51ST STREET,-73.99205909999999,40.63293540000001
7837,5210 12TH AVENUE,-122.3148864,47.6667986
7838,1460 53,-73.924604,40.6229056
7839,1460 53RD STREET,-73.924604,40.6229056
7840,5820 12TH AVENUE,-121.4378729,38.5413569
7841,1200 MCDONALD AVENUE,-73.9762995,40.6240957
7842,5910 20TH AVENUE,0.0,0.0
7843,4310 13TH AVENUE,-112.0893604,33.4990816
7844,4320 13TH AVENUE,-82.69211229999999,27.757144
7845,4400 13TH AVENUE,-121.4552605,38.5402206
7846,2230 65TH STREET,-73.9094131,40.6145628
7847,1710 MCDONALD AVENUE,-73.9737143,40.6110683
7848,1110 36TH STREET,-122.3326731,37.9496359
7849,870 63RD STREET,-87.6471425,41.7800737
7850,4910 20TH AVENUE,-73.89585,40.77208299999999
7851,5820 BAY PARKWAY,-73.9779552,40.6175686
7852,1570 63RD STREET,-73.99432449999999,40.6234067
7853,4000 NEW UTRECHT AVENUE,-73.9942724,40.6445546
7854,6310 FORT HAMILTON PARKWA,-74.00820499999999,40.6316367
7855,2350 60TH STREET,-122.3287139,47.6724504
7856,830 MCDONALD AVENUE,-73.978122,40.63385299999999
7857,1660 63RD STREET,-94.56611939999999,39.01425800000001
7858,1070 60TH STREET,-80.30553259999999,25.8768314
7859,1410 64TH STREET,-73.9985435,40.6249061
7860,1610 MC DONALD AVENUE,-118.2720033,33.7953757
7861,5810 FORT HAMILTON PKWY,-74.004631,40.633977
7862,5810 FT HAMILTON PARKWAY,-74.004631,40.633977
7863,0 BRIGHTON 3RD ROAD,0.0,0.0
7864,2830 BRIGHTON 7TH STREET,-73.9623294,40.5824429
7865,240 OCEAN VIEW AVENUE,-117.2597809,32.944862
7866,400 OCEAN VIEW AVENUE,-76.26069799999999,36.960107
7867,2920 BRIGHTON 4TH STREET,-73.9646597,40.5803644
7868,10 BRIGHTON 7 WALK,-73.96132039999999,40.5806643
7869,10 BRIGHTON 10 LANE,-73.95906099999999,40.5804041
7870,190 BRIGHTON 10 STREET,-73.9581853,40.58064479999999
7871,2950 BRIGHTON 4TH STREET,-73.9642479,40.5798205
7872,2950 BRIGHTON 7 STREET,-73.96153199999999,40.58038380000001
7873,3060 CONEY ISLAND AVENUE,-73.96015249999999,40.5814661
7874,3040 BRIGHTON 2ND STREET,-73.9656699,40.5778757
7875,720 OCEAN VIEW AVENUE,-117.9894445,34.1523799
7876,50 OCEANA DRIVE WEST,-73.9590118,40.5773172
7877,2850 BRIGHTON 4 STREET,-73.9647631,40.5816854
7878,3000 OCEAN PARKWAY,-73.9688225,40.5775368
7879,0 BRIGHTON 10 COURT,-73.95862509999999,40.5815724
7880,130 BRIGHTON 11TH STREET,-73.9581508,40.5797786
7881,20 MIDDAGH STREET,-73.9941755,40.7005803
7882,60 CRANBERRY STREET,-73.181494,40.7739687
7883,180 COLUMBIA HEIGHTS,-73.9968438,40.6977792
7884,150 WILLOW STREET,-73.99643209999999,40.6965531
7885,100 WILLOW STREET,-70.94794619999999,42.4651358
7886,10 MONROE PLACE,-73.99207059999999,40.6967845
7887,40 MONROE PLACE,-73.9925642,40.6958017
7888,10 WILLOW PLACE,-73.99794709999999,40.69332929999999
7889,40 GARDEN PLACE,-73.9967534,40.6921942
7890,30 GARDEN PLACE,-73.9965354,40.69244339999999
7891,130 REMSEN STREET,-73.7013245,42.7732939
7892,30 CRANBERRY STREET,-71.6451573,42.6877269
7893,30 HENRY STREET,-73.9920431,40.6999509
7894,90 JORALEMON STREET,-73.9961222,40.6931962
7895,150 ATLANTIC AVENUE,-70.8385437,42.2669785
7896,70 HENRY STREET,-73.99250669999999,40.6989518
7897,110 ATLANTIC AVENUE,-73.99640579999999,40.6906278
7898,920 ATLANTIC AVENUE,-83.58948769999999,41.6227059
7899,40 LEGION STREET,-79.8744416,39.9619829
7900,560 SARATOGA AVENUE,-73.917208,40.667066
7901,590 SARATOGA AVENUE,-121.9753711,37.3161855
7902,90 HERZL STREET,-73.91539569999999,40.6678294
7903,150 SUTTER AVENUE,-73.91595,40.666049
7904,160 SUTTER AVENUE,-73.91534399999999,40.666135
7905,190 BRISTOL STREET,-73.9121569,40.666561
7906,210 LEGION STREET,-73.9172097,40.6636052
7907,700 SARATOGA AVENUE,-121.9767261,37.3133917
7908,650 THOMAS S. BOYLAND ST,-73.912694,40.664612
7909,240 GRAFTON STREET,-71.0287673,42.0701157
7910,240 LEGION ST,-87.3583652,36.5280555
7911,770 MOTHER GASTON BLVD,-73.90462,40.659697
7912,800 MOTHER GASTON BLVD,-73.9043951,40.65901480000001
7913,670 MOTHER GASTON BLVD,-73.9052784,40.662277
7914,410 CHRISTOPHER AVE,-73.9042114,40.6623122
7915,610 SACKMAN STREET,-73.90338899999999,40.662615
7916,450 POWELL STREET,-122.4083445,37.7890363
7917,500 POWELL ST,-73.902215,40.6617869
7918,520 POWELL STREET,-122.4083118,37.789433
7919,530 POWELL STREET,-90.141751,42.968497
7920,490 CHRISTOPHER AVE,-79.44247109999999,40.412534
7921,500 CHRISTOPHER AVENUE,-73.903582,40.659562
7922,440 ROCKAWAY AVENUE,-73.9108828,40.6691277
7923,380 ROCKAWAY AVENUE,-73.91134199999999,40.67088800000001
7924,30 BELMONT AVENUE,-112.1173282,33.548948
7925,440 MOTHER GASTON BLVD.,-73.9067627,40.6682409
7926,1630 EAST NEW YORK AVENUE,-73.90758439999999,40.6731453
7927,200 SUTTER AVENUE,-73.91365569999999,40.66649719999999
7928,740 RALPH AVE,-73.92206709999999,40.6642392
7929,310 POWELL STREET,-77.41808759999999,38.250212
7930,260 56TH STREET,-74.019136,40.64467399999999
7931,5410 3 AVENUE,-77.0163446,38.9559121
7932,5410 THIRD AVENUE,-123.959943,45.49627719999999
7933,5700 2 AVENUE,-80.0827228,26.4001539
7934,4600 SECOND AVE,-83.06701,42.3527041
7935,210 49TH STREET,-87.978363,42.84190820000001
7936,5200 2ND AVENUE,-82.70407399999999,27.768878
7937,240 57TH STREET,-73.9818149,40.7662934
7938,210 39TH STREET,-117.9353007,33.6184135
7939,110 42ND STREET,-73.98477969999999,40.75474250000001
7940,150 44TH STREET,-73.97416439999999,40.7521637
7941,140 47TH STREET,-73.98344329999999,40.7584816
7942,160 57TH STREET,-118.1927178,33.8590276
7943,30 STARR STREET,-73.9273252,40.7005995
7944,690 BUSHWICK AVENUE,-73.931679,40.69659499999999
7945,530 HART STREET,-84.274768,30.4318381
7946,40 CEDAR STREET,-87.62690359999999,41.9027038
7947,770 BUSHWICK AVENUE,-73.92917369999999,40.6953298
7948,1240 DEKALB AVENUE,-73.9266822,40.6964137
7949,20 STANHOPE STREET,-73.9259359,40.69483
7950,840 BUSHWICK AVE,-73.9271874,40.6941681
7951,130 STANHOPE STREET,-73.9228229,40.697869
7952,1300 GREENE AVENUE,-73.91953389999999,40.6976382
7953,20 COVERT STREET,-73.912993,40.685225
7954,60 SCHAEFER STREET,-73.9109853,40.6859761
7955,240 SCHAEFER STREET,-73.9061229,40.691023
7956,190 MOFFAT STREET,-73.905816,40.68777
7957,0 RENAISSANCE COURT,0.0,0.0
7958,30 WILSON AVENUE,-73.1478913,40.8428112
7959,320 MELROSE STREET,-73.9283815,40.7030672
7960,280 TROUTMAN STREET,-73.92558,40.7035178
7961,20 MELROSE STREET,-71.067804,42.349307
7962,660 BUSHWICK AVENUE,-73.9325209,40.6972121
7963,1480 BROADWAY,-117.1508779,32.7159469
7964,40 PARK ST,-119.2638229,46.30795819999999
7965,700 HART STREET,-73.92510639999999,40.6992176
